Date,Open,High,Low,Close,Adj Close,Volume
2017-01-10,53.099998,53.700001,52.599998,52.799999,49.796398,232500
2017-01-11,52.599998,52.750000,51.599998,52.099998,49.136215,245800
2017-01-12,51.750000,52.099998,51.200001,51.900002,48.947594,329900
2017-01-13,52.000000,52.250000,51.000000,51.349998,48.428883,333600
2017-01-17,51.299999,52.549999,51.049999,52.200001,49.230530,425100
2017-01-18,52.299999,52.400002,51.040001,51.549999,48.617504,393800
2017-01-19,51.650002,52.250000,50.900002,51.549999,48.617504,335900
2017-01-20,51.400002,51.700001,50.599998,50.650002,47.768707,221800
2017-01-23,50.650002,50.750000,50.099998,50.400002,47.532925,193900
2017-01-24,50.450001,51.650002,50.150002,51.299999,48.381721,321900
2017-01-25,51.250000,51.900002,51.000000,51.799999,48.853287,177300
2017-01-26,51.849998,52.150002,51.340000,52.099998,49.136215,185500
2017-01-27,52.200001,52.250000,51.160000,51.849998,48.900436,138000
2017-01-30,51.950001,52.000000,50.200001,50.349998,47.485760,350000
2017-01-31,50.400002,53.049999,50.400002,52.750000,49.749241,556200
2017-02-01,52.549999,52.750000,51.150002,51.200001,48.287415,227200
2017-02-02,51.250000,51.349998,50.400002,50.900002,48.004482,193400
2017-02-03,51.250000,51.650002,49.900002,50.049999,47.202839,382300
2017-02-06,50.000000,50.400002,49.049999,50.250000,47.391457,345100
2017-02-07,50.000000,50.180000,48.500000,49.400002,46.589813,487500
2017-02-08,49.299999,50.849998,49.150002,50.549999,47.674389,360600
2017-02-09,50.549999,50.759998,48.950001,49.299999,46.495499,554600
2017-02-10,49.750000,50.450001,49.750000,50.150002,47.297150,298800
2017-02-13,50.200001,50.500000,49.549999,50.000000,47.155682,343900
2017-02-14,49.700001,50.650002,49.599998,49.750000,46.919899,457700
2017-02-15,49.549999,50.099998,48.750000,49.150002,46.354034,501900
2017-02-16,48.900002,50.250000,48.349998,50.000000,47.155682,424300
2017-02-17,50.000000,50.029999,49.150002,49.700001,46.872746,321700
2017-02-21,49.599998,50.299999,49.110001,49.299999,46.495499,432200
2017-02-22,49.299999,50.330002,49.200001,50.299999,47.438610,381400
2017-02-23,51.400002,51.549999,49.900002,50.150002,47.297150,640300
2017-02-24,50.250000,50.250000,48.500000,49.849998,47.014214,600600
2017-02-27,50.150002,50.700001,49.799999,50.200001,47.344307,321900
2017-02-28,50.049999,50.400002,49.650002,49.849998,47.014214,462500
2017-03-01,49.700001,50.200001,49.500000,49.950001,47.108524,349600
2017-03-02,50.000000,51.000000,49.700001,50.299999,47.438610,434200
2017-03-03,49.799999,49.930000,48.450001,48.750000,45.976788,565700
2017-03-06,48.750000,48.799999,47.840000,48.400002,45.646702,397300
2017-03-07,48.049999,48.900002,47.750000,48.599998,45.835320,410600
2017-03-08,48.650002,50.549999,48.599998,50.549999,47.674389,368500
2017-03-09,50.599998,50.849998,49.549999,50.599998,47.721546,302100
2017-03-10,50.549999,52.250000,50.549999,52.150002,49.183376,469000
2017-03-13,52.349998,52.700001,51.700001,52.500000,49.513462,386000
2017-03-14,52.500000,53.200001,52.349998,52.849998,49.843544,430400
2017-03-15,52.849998,53.430000,52.500000,53.049999,50.452206,277300
2017-03-16,53.099998,53.349998,52.799999,53.200001,50.594868,251400
2017-03-17,53.349998,53.650002,52.950001,53.549999,50.927727,448600
2017-03-20,53.500000,54.200001,53.049999,53.099998,50.499767,264900
2017-03-21,53.299999,53.450001,52.299999,53.349998,50.737526,248400
2017-03-22,53.349998,53.900002,53.099998,53.500000,50.880177,285700
2017-03-23,53.400002,53.799999,53.049999,53.099998,50.499767,165500
2017-03-24,52.900002,52.950001,51.849998,51.900002,49.358528,182600
2017-03-27,51.049999,52.049999,50.000000,51.500000,48.978115,208000
2017-03-28,51.450001,52.299999,51.099998,52.299999,49.738941,221700
2017-03-29,52.000000,52.700001,51.549999,52.200001,49.643833,178700
2017-03-30,52.299999,53.099998,51.700001,52.700001,50.119358,236200
2017-03-31,52.900002,53.900002,52.650002,53.549999,50.927727,295000
2017-04-03,53.799999,56.900002,53.799999,55.849998,53.115101,815800
2017-04-04,55.799999,55.849998,53.000000,53.799999,51.165485,224100
2017-04-05,53.900002,56.150002,53.900002,55.349998,52.639584,231200
2017-04-06,55.200001,56.599998,55.200001,56.599998,53.828377,139300
2017-04-07,56.599998,57.000000,55.900002,56.000000,53.257751,156500
2017-04-10,55.950001,57.099998,55.250000,57.099998,54.303886,212000
2017-04-11,57.000000,59.200001,56.930000,58.900002,56.015747,377500
2017-04-12,58.700001,59.400002,57.150002,57.299999,54.494091,181900
2017-04-13,57.000000,57.200001,56.250000,56.849998,54.066132,99300
2017-04-17,56.799999,57.700001,56.410000,57.500000,54.684296,113700
2017-04-18,57.299999,57.750000,55.849998,56.450001,53.685719,202900
2017-04-19,56.599998,57.099998,56.400002,56.750000,53.971031,100100
2017-04-20,56.849998,57.450001,56.750000,56.799999,54.018585,110000
2017-04-21,56.500000,56.950001,56.250000,56.299999,53.543056,172600
2017-04-24,56.299999,57.349998,56.200001,57.250000,54.446541,223500
2017-04-25,57.349998,58.250000,57.250000,58.200001,55.350033,214900
2017-04-26,58.200001,58.950001,58.000000,58.799999,55.920639,258000
2017-04-27,58.500000,59.500000,58.500000,59.450001,56.538818,122600
2017-04-28,59.599998,60.599998,59.349998,60.450001,57.489841,553400
2017-05-01,60.299999,60.299999,58.650002,59.250000,56.348606,357100
2017-05-02,59.200001,59.750000,58.700001,59.500000,56.586369,326800
2017-05-03,59.349998,59.349998,58.450001,59.299999,56.396156,192000
2017-05-04,59.450001,59.450001,58.150002,59.299999,56.396156,208800
2017-05-05,59.299999,60.099998,59.250000,60.000000,57.061878,738500
2017-05-08,60.000000,60.450001,57.200001,57.349998,54.541645,364200
2017-05-09,60.650002,66.750000,60.650002,63.000000,59.914974,978000
2017-05-10,63.000000,64.599998,62.950001,64.250000,61.103760,335300
2017-05-11,62.700001,63.750000,61.200001,62.950001,59.867424,275900
2017-05-12,62.849998,63.549999,62.250000,63.000000,59.914974,232200
2017-05-15,63.400002,64.949997,63.400002,63.750000,60.628250,199400
2017-05-16,63.599998,63.630001,62.849998,63.049999,59.962517,233600
2017-05-17,62.570000,62.950001,62.099998,62.349998,59.751698,170900
2017-05-18,62.150002,63.099998,61.849998,62.799999,60.182938,185900
2017-05-19,62.750000,64.199997,62.750000,63.700001,61.045441,364200
2017-05-22,63.700001,64.430000,62.750000,62.950001,60.326691,258100
2017-05-23,63.250000,64.000000,63.049999,63.750000,61.093349,158100
2017-05-24,63.849998,64.389999,62.950001,62.950001,60.326691,136000
2017-05-25,63.200001,63.500000,62.200001,62.500000,59.895447,151000
2017-05-26,62.599998,63.380001,62.000000,63.299999,60.662106,119500
2017-05-30,63.250000,63.950001,63.029999,63.250000,60.614185,143500
2017-05-31,63.250000,64.550003,63.250000,63.700001,61.045441,171700
2017-06-01,63.700001,65.300003,63.099998,65.099998,62.387093,261300
2017-06-02,65.050003,67.150002,65.000000,66.050003,63.297501,245500
2017-06-05,66.099998,66.190002,64.599998,65.500000,62.770416,140700
2017-06-06,65.250000,66.449997,64.699997,65.949997,63.201668,125000
2017-06-07,66.099998,66.349998,65.550003,65.849998,63.105835,208600
2017-06-08,65.500000,67.000000,65.500000,66.449997,63.680836,112300
2017-06-09,66.300003,68.099998,66.099998,68.000000,65.166245,201700
2017-06-12,67.849998,68.599998,67.580002,68.449997,65.597473,196000
2017-06-13,68.400002,68.400002,66.199997,66.900002,64.112083,329100
2017-06-14,67.500000,68.250000,66.599998,67.900002,65.070419,202400
2017-06-15,67.150002,67.949997,66.860001,67.349998,64.543320,203700
2017-06-16,66.949997,67.949997,66.650002,67.750000,64.926659,385000
2017-06-19,67.550003,68.199997,66.800003,68.150002,65.310005,194500
2017-06-20,68.150002,68.150002,66.500000,66.699997,63.920418,295300
2017-06-21,66.849998,67.349998,66.250000,67.099998,64.303741,249000
2017-06-22,67.099998,67.900002,66.699997,66.900002,64.112083,119700
2017-06-23,66.900002,67.550003,66.599998,66.599998,63.824581,209200
2017-06-26,66.550003,66.849998,65.379997,65.699997,62.962086,181800
2017-06-27,65.550003,66.199997,65.199997,65.300003,62.578766,155000
2017-06-28,65.400002,66.800003,65.360001,66.099998,63.345409,140100
2017-06-29,66.050003,67.800003,65.800003,67.400002,64.591248,171800
2017-06-30,65.500000,65.500000,61.060001,62.150002,59.560024,657400
2017-07-03,62.650002,63.450001,62.099998,62.900002,60.278774,140800
2017-07-05,62.849998,63.580002,60.650002,61.650002,59.080864,284300
2017-07-06,61.500000,63.900002,60.950001,62.500000,59.895447,266500
2017-07-07,62.500000,63.150002,61.200001,61.700001,59.128780,121400
2017-07-10,61.250000,62.250000,60.200001,60.849998,58.314205,185300
2017-07-11,60.750000,61.430000,60.099998,60.599998,58.074623,191900
2017-07-12,60.750000,61.279999,60.049999,60.250000,57.739212,125600
2017-07-13,60.000000,60.400002,58.849998,60.049999,57.547535,179000
2017-07-14,60.000000,60.750000,60.000000,60.200001,57.691292,116000
2017-07-17,59.950001,60.349998,59.049999,60.250000,57.739212,176500
2017-07-18,60.099998,60.200001,58.799999,59.099998,56.637131,126600
2017-07-19,59.250000,59.599998,58.549999,59.299999,56.828796,88100
2017-07-20,59.450001,59.509998,58.500000,58.950001,56.493382,99100
2017-07-21,59.450001,59.450001,57.250000,57.450001,55.055897,163700
2017-07-24,57.450001,57.799999,56.099998,57.000000,54.624645,184400
2017-07-25,57.150002,57.900002,56.549999,56.849998,54.480896,123100
2017-07-26,56.849998,57.650002,56.450001,56.799999,54.432976,171000
2017-07-27,56.799999,57.049999,56.250000,56.700001,54.337147,90300
2017-07-28,56.450001,57.000000,56.060001,56.900002,54.528812,112100
2017-07-31,57.000000,57.750000,56.900002,57.599998,55.199642,250700
2017-08-01,57.500000,58.500000,57.200001,57.650002,55.247555,449300
2017-08-02,57.599998,58.330002,57.049999,57.700001,55.295475,326900
2017-08-03,51.250000,53.599998,50.049999,52.849998,50.647579,888300
2017-08-04,52.650002,53.900002,52.099998,52.900002,50.695503,253400
2017-08-07,52.750000,52.750000,51.000000,51.000000,48.874676,319800
2017-08-08,51.549999,52.299999,50.349998,50.549999,48.443432,267700
2017-08-09,50.400002,50.849998,49.900002,50.200001,48.108021,225400
2017-08-10,50.200001,51.150002,49.599998,50.650002,48.539268,262300
2017-08-11,50.099998,51.349998,49.779999,50.000000,48.134937,243300
2017-08-14,50.099998,50.400002,49.150002,49.500000,47.653591,345200
2017-08-15,49.650002,49.650002,48.500000,49.000000,47.172234,227600
2017-08-16,49.049999,49.299999,48.049999,48.250000,46.450207,165800
2017-08-17,48.400002,49.299999,48.099998,48.700001,46.883423,263600
2017-08-18,48.349998,49.580002,48.200001,49.250000,47.412910,190400
2017-08-21,50.000000,50.950001,49.900002,50.700001,48.808826,336800
2017-08-22,50.750000,50.900002,48.900002,49.299999,47.461048,284000
2017-08-23,49.150002,49.400002,47.849998,48.500000,46.690884,247400
2017-08-24,48.700001,49.599998,48.500000,48.599998,46.787155,201000
2017-08-25,48.799999,49.450001,48.400002,48.849998,47.027828,182800
2017-08-28,49.000000,49.000000,47.750000,48.000000,46.209541,239200
2017-08-29,47.700001,48.150002,46.599998,46.849998,45.102436,469100
2017-08-30,46.650002,46.750000,45.500000,46.299999,44.572952,446900
2017-08-31,46.400002,46.849998,45.700001,45.799999,44.091595,275600
2017-09-01,45.849998,46.419998,45.250000,46.250000,44.524815,358000
2017-09-05,46.049999,46.650002,45.200001,45.750000,44.043461,305200
2017-09-06,45.849998,46.900002,45.549999,46.799999,45.054298,267300
2017-09-07,46.950001,48.200001,46.700001,47.700001,45.920727,340200
2017-09-08,44.799999,46.930000,44.799999,46.250000,44.524815,619500
